"id","stid","e5","e10","diesel","date","changed","id-2","version","version_time","name","brand","street","house_number","post_code","place","public_holiday_identifier","lat","lng","price_in_import","price_changed","open_ts","ot_json","station_in_import","first_active"
111904906,"5602e10f-d0d6-41fe-a41c-eea4e9da7a1e",1499,1479,1349,"2018-05-12 12:17:06+00",21,"5602e10f-d0d6-41fe-a41c-eea4e9da7a1e","1","2015-04-01 13:23:05","TOTAL GAGGENAU","TOTAL","MURGTALSTR.","89","76571","GAGGENAU",NULL,"48.810307","8.310143","2019-06-30 15:10:06+00","2019-06-30 14:52:14+00",1561924800,"{""openingTimes"":[{""applicable_days"":31,""periods"":[{""startp"":""06:00"",""endp"":""22:00""}]},{""applicable_days"":32,""periods"":[{""startp"":""07:00"",""endp"":""22:00""}]},{""applicable_days"":64,""periods"":[{""startp"":""08:00"",""endp"":""22:00""}]}]}","2019-06-29 22:00:35+00","2014-03-18 15:45:31+00"
111884621,"56cdf2d6-26cc-46e4-ac30-1df4b3e0d023",1539,1519,1369,"2018-05-12 10:32:06+00",21,"56cdf2d6-26cc-46e4-ac30-1df4b3e0d023","4","2019-06-28 12:34:10","AVIA Gaggenau","AVIA","Hauptstr. ","40","76571","Gaggenau",NULL,"48.7989","8.32335","2019-06-30 15:10:06+00","2019-06-30 15:06:06+00",1,"{}","2019-06-29 22:00:35+00","2014-03-18 15:45:31+00"
111912119,"0b49934c-1119-424a-b833-aba72e465c8e",1519,1479,1359,"2018-05-12 12:50:06+00",20,"0b49934c-1119-424a-b833-aba72e465c8e","1","2013-07-31 22:00:00","GAGGENAU, WALDSTR","Shell","WALDSTR. 31A","","76571","GAGGENAU",NULL,"48.80103","8.310985","2019-06-30 15:10:06+00","2019-06-30 14:17:06+00",1,"{}","2019-06-29 22:00:35+00","2014-03-18 15:45:31+00"
111908417,"56cdf2d6-26cc-46e4-ac30-1df4b3e0d023",1499,1479,1349,"2018-05-12 12:32:06+00",21,"56cdf2d6-26cc-46e4-ac30-1df4b3e0d023","4","2019-06-28 12:34:10","AVIA Gaggenau","AVIA","Hauptstr. ","40","76571","Gaggenau",NULL,"48.7989","8.32335","2019-06-30 15:10:06+00","2019-06-30 15:06:06+00",1,"{}","2019-06-29 22:00:35+00","2014-03-18 15:45:31+00"
111908889,"0b49934c-1119-424a-b833-aba72e465c8e",1539,1499,1359,"2018-05-12 12:36:07+00",1,"0b49934c-1119-424a-b833-aba72e465c8e","1","2013-07-31 22:00:00","GAGGENAU, WALDSTR","Shell","WALDSTR. 31A","","76571","GAGGENAU",NULL,"48.80103","8.310985","2019-06-30 15:10:06+00","2019-06-30 14:17:06+00",1,"{}","2019-06-29 22:00:35+00","2014-03-18 15:45:31+00"
111917063,"0b49934c-1119-424a-b833-aba72e465c8e",1499,1459,1359,"2018-05-12 13:17:06+00",20,"0b49934c-1119-424a-b833-aba72e465c8e","1","2013-07-31 22:00:00","GAGGENAU, WALDSTR","Shell","WALDSTR. 31A","","76571","GAGGENAU",NULL,"48.80103","8.310985","2019-06-30 15:10:06+00","2019-06-30 14:17:06+00",1,"{}","2019-06-29 22:00:35+00","2014-03-18 15:45:31+00"
111919943,"5602e10f-d0d6-41fe-a41c-eea4e9da7a1e",1479,1459,1319,"2018-05-12 13:37:06+00",21,"5602e10f-d0d6-41fe-a41c-eea4e9da7a1e","1","2015-04-01 13:23:05","TOTAL GAGGENAU","TOTAL","MURGTALSTR.","89","76571","GAGGENAU",NULL,"48.810307","8.310143","2019-06-30 15:10:06+00","2019-06-30 14:52:14+00",1561924800,"{""openingTimes"":[{""applicable_days"":31,""periods"":[{""startp"":""06:00"",""endp"":""22:00""}]},{""applicable_days"":32,""periods"":[{""startp"":""07:00"",""endp"":""22:00""}]},{""applicable_days"":64,""periods"":[{""startp"":""08:00"",""endp"":""22:00""}]}]}","2019-06-29 22:00:35+00","2014-03-18 15:45:31+00"
111921670,"56cdf2d6-26cc-46e4-ac30-1df4b3e0d023",1479,1459,1319,"2018-05-12 13:53:06+00",21,"56cdf2d6-26cc-46e4-ac30-1df4b3e0d023","4","2019-06-28 12:34:10","AVIA Gaggenau","AVIA","Hauptstr. ","40","76571","Gaggenau",NULL,"48.7989","8.32335","2019-06-30 15:10:06+00","2019-06-30 15:06:06+00",1,"{}","2019-06-29 22:00:35+00","2014-03-18 15:45:31+00"
111935493,"5602e10f-d0d6-41fe-a41c-eea4e9da7a1e",1519,1499,1349,"2018-05-12 15:12:15+00",21,"5602e10f-d0d6-41fe-a41c-eea4e9da7a1e","1","2015-04-01 13:23:05","TOTAL GAGGENAU","TOTAL","MURGTALSTR.","89","76571","GAGGENAU",NULL,"48.810307","8.310143","2019-06-30 15:10:06+00","2019-06-30 14:52:14+00",1561924800,"{""openingTimes"":[{""applicable_days"":31,""periods"":[{""startp"":""06:00"",""endp"":""22:00""}]},{""applicable_days"":32,""periods"":[{""startp"":""07:00"",""endp"":""22:00""}]},{""applicable_days"":64,""periods"":[{""startp"":""08:00"",""endp"":""22:00""}]}]}","2019-06-29 22:00:35+00","2014-03-18 15:45:31+00"
111923419,"5602e10f-d0d6-41fe-a41c-eea4e9da7a1e",1459,1439,1299,"2018-05-12 14:07:07+00",21,"5602e10f-d0d6-41fe-a41c-eea4e9da7a1e","1","2015-04-01 13:23:05","TOTAL GAGGENAU","TOTAL","MURGTALSTR.","89","76571","GAGGENAU",NULL,"48.810307","8.310143","2019-06-30 15:10:06+00","2019-06-30 14:52:14+00",1561924800,"{""openingTimes"":[{""applicable_days"":31,""periods"":[{""startp"":""06:00"",""endp"":""22:00""}]},{""applicable_days"":32,""periods"":[{""startp"":""07:00"",""endp"":""22:00""}]},{""applicable_days"":64,""periods"":[{""startp"":""08:00"",""endp"":""22:00""}]}]}","2019-06-29 22:00:35+00","2014-03-18 15:45:31+00"
111922007,"0b49934c-1119-424a-b833-aba72e465c8e",1499,1459,1329,"2018-05-12 13:55:06+00",1,"0b49934c-1119-424a-b833-aba72e465c8e","1","2013-07-31 22:00:00","GAGGENAU, WALDSTR","Shell","WALDSTR. 31A","","76571","GAGGENAU",NULL,"48.80103","8.310985","2019-06-30 15:10:06+00","2019-06-30 14:17:06+00",1,"{}","2019-06-29 22:00:35+00","2014-03-18 15:45:31+00"
111924686,"56cdf2d6-26cc-46e4-ac30-1df4b3e0d023",1459,1439,1299,"2018-05-12 14:20:13+00",21,"56cdf2d6-26cc-46e4-ac30-1df4b3e0d023","4","2019-06-28 12:34:10","AVIA Gaggenau","AVIA","Hauptstr. ","40","76571","Gaggenau",NULL,"48.7989","8.32335","2019-06-30 15:10:06+00","2019-06-30 15:06:06+00",1,"{}","2019-06-29 22:00:35+00","2014-03-18 15:45:31+00"
111925069,"0b49934c-1119-424a-b833-aba72e465c8e",1499,1459,1309,"2018-05-12 14:24:14+00",1,"0b49934c-1119-424a-b833-aba72e465c8e","1","2013-07-31 22:00:00","GAGGENAU, WALDSTR","Shell","WALDSTR. 31A","","76571","GAGGENAU",NULL,"48.80103","8.310985","2019-06-30 15:10:06+00","2019-06-30 14:17:06+00",1,"{}","2019-06-29 22:00:35+00","2014-03-18 15:45:31+00"
111927223,"5602e10f-d0d6-41fe-a41c-eea4e9da7a1e",1459,1439,1289,"2018-05-12 14:57:06+00",1,"5602e10f-d0d6-41fe-a41c-eea4e9da7a1e","1","2015-04-01 13:23:05","TOTAL GAGGENAU","TOTAL","MURGTALSTR.","89","76571","GAGGENAU",NULL,"48.810307","8.310143","2019-06-30 15:10:06+00","2019-06-30 14:52:14+00",1561924800,"{""openingTimes"":[{""applicable_days"":31,""periods"":[{""startp"":""06:00"",""endp"":""22:00""}]},{""applicable_days"":32,""periods"":[{""startp"":""07:00"",""endp"":""22:00""}]},{""applicable_days"":64,""periods"":[{""startp"":""08:00"",""endp"":""22:00""}]}]}","2019-06-29 22:00:35+00","2014-03-18 15:45:31+00"
